"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1110001A16Rik",5003.09670728678,0.266104276241515,0.136561947203294,1.94859755364631,0.0513435045209962,0.155315451707054
"1110001J03Rik",10605.1762945202,0.0847330419197051,0.0915728924304889,0.92530703869624,0.354806218487674,0.610759895436777
"1110002B05Rik",44905.6657810523,0.19880611517,0.0716062053448588,2.77638110010914,0.00549677359540761,0.0268081282478505
"1110002L01Rik",6791.28452703252,-0.0876502594788954,0.156182956987005,-0.56120245876884,0.574659526982897,0.798617104769124
"1110002N22Rik",5639.43315745166,0.0768158933167425,0.138974354002127,0.552734307479253,0.58044535750788,0.801897002793094
"1110003E01Rik",236013.281559591,0.251596352296245,0.0817787836172136,3.0765479891937,0.0020941259079645,0.0120089503935626
"1110004E09Rik",8622.9623336374,0.19111989559647,0.0991614795102591,1.92736026671221,0.0539347477186374,0.160470108069757
"1110004F10Rik",67154.823891185,0.23816345031629,0.0534997612565594,4.45167314250566,8.52037914930369e-06,0.000105576666571818
"1110005A03Rik",42476.0724359258,-0.05714983680739,0.091383556383784,-0.625384249299487,0.53171889713921,0.766955366145496
"1110006O24Rik",1418.71985795599,-0.561054047840842,0.346155613567689,-1.62081452921789,0.10505742154459,0.262774204886464
"1110007A13Rik",109790.09858584,-0.24203324299872,0.0563280643185348,-4.2968499970108,1.73242341296403e-05,0.000197674221936029
"1110007C09Rik",45403.6808311081,0.493183635796159,0.101663421030225,4.85114145086198,1.22752958451096e-06,1.91417577819199e-05
"1110008F13Rik",13802.2451296835,0.199265733013713,0.129656137415483,1.53687852334491,0.1243230596838,0.297857987702217
"1110008J03Rik",2461.097699263,0.0368489394985939,0.244344283261877,0.150807454983921,0.88012760530269,0.95674752430535
"1110008L16Rik",11289.6105057004,-0.293922553458726,0.105033379579556,-2.79837280905637,0.00513607932372577,0.0253104702372749
"1110008P14Rik",16996.1713807824,0.233653416107574,0.088718863056294,2.63363853027869,0.00844753674552091,0.0381452137499801
"1110012D08Rik",3311.74809345797,-0.32704294296193,0.211918015262677,-1.54325219852854,0.122769596786187,0.295085913924355
"1110012J17Rik",202.209592449142,-0.983222348261902,1.90170308246638,-0.517022009022949,0.605140795071882,0.818177044042201
"1110012L19Rik",14302.8779386437,0.0591924476412387,0.122753566298709,0.482205523033029,0.629659953774321,0.834362400327996
"1110014N23Rik",27158.2754514032,-0.00925823199865243,0.117998372824174,-0.0784606751522571,0.937461610434618,0.978763338950519
"1110017D15Rik",128.784718093592,0.97212831992608,2.06730369366963,0.470239724769454,0.63818375569756,0.839099402957052
"1110017F19Rik",4319.74730556075,-0.631039645881723,0.152389896339643,-4.14095462388975,3.45863382230689e-05,0.000363050812120308
"1110018G07Rik",202650.566861099,0.466656612020816,0.108867437349967,4.28646639785129,1.81537647063487e-05,0.000206391145523594
"1110018J18Rik",26596.3088627224,0.0977874552820678,0.0632463128520904,1.54613685561016,0.122071519482908,0.293851645489136
"1110020A21Rik",2193.4082739961,0.160409993846843,0.188348539321062,0.851665717318923,0.394399653491114,0.650523456767071
"1110020G09Rik",476638.273004644,1.14266319334079,0.171845026330299,6.64938181652408,2.94326568938579e-11,1.10060652036359e-09
"1110021J02Rik",59267.1489645624,-0.032126316065859,0.0561228430068348,-0.572428521875604,0.567031697591896,0.79408872326199
"1110021L09Rik",527.329151322736,1.0675652147784,0.774752749308119,1.37794311247269,0.168220852680117,0.370631499476296
"1110028C15Rik",201599.937463742,0.301562543868872,0.118077736210298,2.55393229534638,0.0106513965718902,0.0461438341049721
"1110031I02Rik",3803.38725742432,0.0788723800836774,0.141007153518204,0.559350203984474,0.575922738706562,0.799288965196296
"1110032A03Rik",42864.2357182484,0.772212321144906,0.158411137141584,4.87473504122834,1.08954591706459e-06,1.73190110251244e-05
"1110032A04Rik",5.11698515847032,5.8063143871099,2.96004464104951,1.96156311516006,0.0498133701022548,0.152237527271562
"1110032F04Rik",7108.94709561107,-0.0795419858997557,0.12641462976869,-0.629215036624316,0.529208285999689,0.76473594068091
"1110034A24Rik",20836.5546341564,0.0775278075956432,0.118540633560412,0.654018839507318,0.51309966810504,0.75391955590535
"1110034B05Rik",11857.2084244569,0.0111508678348179,0.115885397923736,0.0962232346318241,0.923343277866701,0.974012413445226
"1110034G24Rik",39117.8345803564,0.646556302102369,0.124882047962094,5.17733583532054,2.25076843964899e-07,4.23341745162665e-06
"1110037F02Rik",123998.869242945,-0.343304965228566,0.0290555924431433,-11.8154522541694,3.24796399650562e-32,3.22813432157959e-29
"1110038B12Rik",7927.69917644792,0.0754541710970154,0.15726175833165,0.479799869322901,0.631369705798183,0.835506498683759
"1110038D17Rik",181470.878031835,0.284854683489438,0.0761644669368159,3.73999444814267,0.000184024319513647,0.00153398545471707
"1110038F14Rik",14050.4739903705,0.0458514461930532,0.082245958397852,0.557491785447425,0.577191470002795,0.800035504956899
"1110049F12Rik",85036.5340972048,0.594046247422549,0.0864753354529336,6.86954545259756,6.44067943007675e-12,2.64403892081672e-10
"1110051M20Rik",7151.48102132674,-0.214204216508116,0.135242597431809,-1.58385169004256,0.113227473217976,0.278120135828338
"1110054O05Rik",41321.0308916016,-0.0126520894976401,0.0622647536211531,-0.203198258433996,0.8389800740093,0.940981155644807
"1110057K04Rik",47165.6468270027,-0.208160437309386,0.0565635731985302,-3.68011470171399,0.000233129066183129,0.00187336565353286
"1110058L19Rik",14111.58218145,0.421415714843967,0.140525842764621,2.99884851464532,0.00271002012720638,0.014877143903104
"1110059E24Rik",74905.8009832571,0.0642373263740661,0.109374378315384,0.58731603656604,0.556991472745795,0.78605686954126
"1110059G10Rik",23444.8638960637,0.246765151451647,0.107597561193531,2.29340840735043,0.021824503059152,0.0827578144114509
"1110059M19Rik",0,NA,NA,NA,NA,NA
"1110065P20Rik",1584.83692297666,0.173960158414902,0.356926227809679,0.487384072284153,0.625986178772141,0.831770546012743
"1110067D22Rik",154126.631255231,0.503991431011717,0.157741929718197,3.19503781849308,0.00139812518536344,0.0084731052632873
"1190002H23Rik",9818.41735419965,0.389278756699994,0.155641582694652,2.50112309294431,0.0123800140596658,0.0523124156416935
"1190002N15Rik",26150.622734811,0.317043629228969,0.103419732615743,3.06560093717268,0.00217233039659415,0.0123710154430892
"1190003J15Rik",0,0,0,0,1,NA
"1190003K10Rik",0,NA,NA,NA,NA,NA
"1190005F20Rik",47916.9444128833,-0.0835969714259797,0.0734834065164971,-1.13763059429222,0.255274765916012,0.494421403031587
"1190005I06Rik",229.651568478101,1.3967620830311,1.27774562490244,1.09314565889259,0.274329851631478,0.519655423634149
"1190007F08Rik",7055.35915441397,0.654366142267612,0.184997761329588,3.53715708538661,0.000404459028652933,0.00298118825022716
"1190007I07Rik",3967.3756750259,-0.0645027911438923,0.189305448470405,-0.340733939065554,0.733303886267927,0.890814447621971
"1200009I06Rik",412.80564831809,0.781173012053618,0.791411839901511,0.987062579390816,0.323611961104785,0.576572155250755
"1200011I18Rik",62804.085959524,-0.195249736923288,0.0778143888842877,-2.50917265717566,0.0121014318539116,0.0512844342749703
"1200011M11Rik",20803.233491083,-0.242980026321416,0.0962020298172405,-2.52572660663207,0.01154592927268,0.049280035327481
"1200014J11Rik",44284.9867005312,-0.152662666315547,0.0696991825763045,-2.19030784397532,0.0285019183500981,0.102872749641295
"1200016B10Rik",183879.477432627,0.70121601091864,0.164651049234795,4.25880074361808,2.05526569095286e-05,0.000230336126456699
"1300001I01Rik",34159.84925323,-0.0867385137308705,0.0869677894376921,-0.9973636709832,0.318588018497852,0.571069401168811
"1300002K09Rik",781.982270624284,0.336203024089292,0.593903559066559,0.566090266604403,0.571332419626774,0.796886682338874
"1300010F03Rik",30096.9187208179,-0.226331183795745,0.0671287378014389,-3.37159897844665,0.000747331795295067,0.00504021915084001
"1300014I06Rik",53573.7927733991,0.0171526013311041,0.101682056792963,0.168688575665113,0.866041605298374,0.952001127272128
"1300017J02Rik",47710.8050151274,1.12234715741409,0.177254671395964,6.33183401359794,2.42264036944342e-10,7.94255915565443e-09
"1300018I17Rik",25928.2505223235,0.0769700654691919,0.103580407924262,0.743094828565187,0.45742427036823,0.707047550268777
"1300018J18Rik",25920.3073518259,0.250704820517055,0.068227223141131,3.67455700195303,0.00023826244905017,0.00190890321993835
"1500001M20Rik",7366.0981892685,-0.0903930473794124,0.118817224969514,-0.76077393157941,0.446792107360481,0.69793099647805
"1500002O20Rik",24389.2905713793,-0.0261677365290154,0.0907980759249317,-0.288197037904744,0.773195916055661,0.91007728016059
"1500003O03Rik",214947.117901,0.574367616427183,0.0762481313950797,7.53287465434526,4.96352544061728e-14,2.78961947680407e-12
"1500004A13Rik",2095.88000258585,-0.182848917500911,0.260168897067195,-0.702808520011851,0.482175086872222,0.728736524723755
"1500009L16Rik",396.760324735019,0.237747272764557,0.612513908729649,0.388149998516186,0.697905033298483,0.87207911552274
"1500010J02Rik",33664.8001559774,0.0957873205960012,0.0744899662044817,1.28590903549421,0.19847480995816,0.416662618797537
"1500011B03Rik",50695.5158337678,0.247290136381056,0.101950382482508,2.42559302240465,0.0152833984147627,0.0621739973426065
"1500011H22Rik",6948.97317018761,0.20946139257068,0.127880928964302,1.63794081155879,0.101434041378734,0.256732400133495
"1500011K16Rik",7662.60796100953,0.0770619705294663,0.0956101320031568,0.806002135076249,0.420241618019741,0.673385041551531
"1500012F01Rik",37847.693985004,0.287888990436107,0.0864351948501936,3.33069175045033,0.000866304751177324,0.00572203529948674
"1500015A07Rik",10249.580994882,-0.101508924439976,0.125133082787465,-0.811207733228998,0.41724638539051,0.670634159648854
"1500015O10Rik",1150.27872078124,-0.532126106786765,0.307904369842561,-1.72821875525461,0.0839490124417773,0.22381662444593
"1500017E21Rik",67.9671992413559,-0.735586387679408,2.28564653902516,-0.321828583343923,0.74758255899117,0.897479278066703
"1500031L02Rik",12506.3430920869,0.0744498180217704,0.11056043846035,0.673385697981563,0.500701945041948,0.743901447707394
"1500032L24Rik",90544.2727763081,0.73182956759367,0.120441139167739,6.07624249198148,1.23031318342778e-09,3.59091718019323e-08
"1520402A15Rik",1278.87119453547,0.065804433491525,0.346582092978335,0.189866801617008,0.849413507694483,0.945829629064368
"1600002H07Rik",39229.1344726602,0.826129905118013,0.154974378429667,5.3307515312471,9.78071616798461e-08,1.98814902170314e-06
"1600002K03Rik",9067.71646857217,0.132722429653144,0.123995113573981,1.07038435489602,0.284446338510368,0.531114138547585
"1600012F09Rik",13196.4785360117,-0.177751569171509,0.152304279192843,-1.16708191072193,0.243177292275507,0.477951705592286
"1600012H06Rik",50719.6401072049,-0.0442937744478698,0.0665107813808448,-0.665963826138816,0.505434222284581,0.747542281768642
"1600014C10Rik",55238.9144798301,0.00336859750691097,0.105681892669393,0.0318748786743348,0.974571832371003,0.990584600624719
"1600014K23Rik",0,NA,NA,NA,NA,NA
"1600015I10Rik",0,NA,NA,NA,NA,NA
"1600016N20Rik",3201.01518062931,-0.303372165322696,0.272226158915795,-1.11441224653408,0.265102371904871,0.506968844855612
"1600021P15Rik",107.903966403244,-0.64958509068537,2.07267055015759,-0.313404892367473,0.753973067751232,0.901628855967234
"1600027N09Rik",21569.832988826,-0.0982892509431262,0.0752069244855466,-1.3069175692993,0.191240708445283,0.405728517950874
"1600029D21Rik",1186.54657877684,-1.46331799171866,0.687575631706267,-2.12822840752418,0.0333181506063141,0.115530656637832
"1600029I14Rik",217.984964377614,-1.14940219293722,1.2905623801632,-0.890621182365377,0.373132431424875,0.628678875359328
"1600029O15Rik",367.728230078596,-0.473156267631751,0.910062529880892,-0.519916216849052,0.603121971967551,0.817519582440056
"1700001C02Rik",0,NA,NA,NA,NA,NA
"1700001C19Rik",5.11698515847032,5.8063143871099,2.96004464104951,1.96156311516006,0.0498133701022548,0.152237527271562
"1700001F09Rik",0,NA,NA,NA,NA,NA
"1700001G17Rik",1239.17946890721,0.320718538756784,0.253069815323548,1.26731249377469,0.205043574920827,0.425733135657493
"1700001J03Rik",132.620623530876,-0.564499342544596,1.57088483104961,-0.359351195827269,0.71933237971911,0.883844354567766
"1700001J11Rik",2330.97651569603,-0.379515695207233,0.223310357509979,-1.69949884742929,0.0892252315536911,0.233563802697519
"1700001K19Rik",822.952733645596,-0.650376727719043,0.32424447205607,-2.00582209958718,0.0448752319305677,0.142491076467563
"1700001K23Rik",5970.8380550246,-0.65825986684753,0.152652493478756,-4.3121461814781,1.61677478722431e-05,0.000185487090412781
"1700001L05Rik",15608.9356570085,0.606178868164311,0.210560966583672,2.87887578595167,0.0039909549083259,0.0205634904471559
"1700001L19Rik",12.1998328100338,-0.020754634709661,2.89124646237611,-0.00717843842776524,0.99427248399765,0.997395450784904
"1700001O22Rik",192.458799076101,0.368636604711809,1.19080117998137,0.309570238012004,0.756887791785154,0.902924045856664
"1700001P01Rik",558.803418560951,-1.07217936880946,0.590867343892279,-1.81458559166019,0.0695876183712573,0.193933380360511
"1700003E16Rik",71.6832854895752,0.35089043249103,2.52024456467216,0.13922872304128,0.889269411839883,0.959456674547737
"1700003F12Rik",397.628188050744,0.366872703795095,0.75421047711016,0.486432786243977,0.626660349581381,0.832038214582304
"1700003G18Rik",61.2740922461126,-0.503060187503427,2.52759055059725,-0.199027562982683,0.842241183745288,0.942337109667749
"1700003H04Rik",0,NA,NA,NA,NA,NA
"1700003M02Rik",5.84618687780143,5.99851096438226,2.95961671965686,2.02678641614031,0.0426842602552156,0.137199855554416
"1700006A11Rik",0,NA,NA,NA,NA,NA
"1700006E09Rik",0,NA,NA,NA,NA,NA
"1700007B14Rik",0,0,0,0,1,NA
"1700007E06Rik",0,0,0,0,1,NA
"1700007G11Rik",0,0,0,0,1,NA
"1700007I08Rik",869.15042679969,0.171655488958668,0.286715676816468,0.598695860877353,0.549375717869677,0.780467374921402
"1700007K09Rik",75.7503215215571,0.712804082075937,2.88636735760558,0.24695542658411,0.804942720208397,0.926070611763135
"1700007K13Rik",0,0,0,0,1,NA
"1700008A04Rik",0,NA,NA,NA,NA,NA
"1700008F21Rik",85.6588634972097,1.34660573170593,2.88639447198526,0.466535584368596,0.640832182819442,0.840226319453154
"1700008I05Rik",5.11698515847032,5.8063143871099,2.96004464104951,1.96156311516006,0.0498133701022548,0.152237527271562
"1700008J07Rik",6466.80943883999,0.00487484073114575,0.128816981256638,0.0378431530035139,0.969812737875934,0.989246425516433
"1700008O03Rik",226.4958786836,0.682317707227129,1.31223652986153,0.51996548769994,0.603087629866113,0.817519582440056
"1700008P02Rik",0,NA,NA,NA,NA,NA
"1700008P20Rik",115.456053883051,2.11187877214856,2.00927907880313,1.05106293815917,0.293229684459366,0.541208950355523
"1700009J07Rik",0,0,0,0,1,NA
"1700009N14Rik",0,NA,NA,NA,NA,NA
"1700009P17Rik",2148.5705519591,0.961832387367919,0.371403627408056,2.58972265316937,0.0096053284352421,0.0423801453670822
"1700010B08Rik",0,0,0,0,1,NA
"1700010D01Rik",0,0,0,0,1,NA
"1700010I14Rik",3807.58994148414,-0.105467227328344,0.170836875784734,-0.617356333893864,0.53699971705461,0.771076353847164
"1700010M22Rik",0,NA,NA,NA,NA,NA
"1700011A15Rik",0,NA,NA,NA,NA,NA
"1700011E24Rik",861.781355730645,0.231024606811212,0.451002557109878,0.512246778137286,0.608478308326466,0.820398713011351
"1700011F03Rik",0,NA,NA,NA,NA,NA
"1700011F14Rik",0,NA,NA,NA,NA,NA
"1700011H14Rik",97.2419701982314,1.62125584108676,2.03370158000651,0.797194562380959,0.425338043565781,0.677812963265503
"1700011I03Rik",549.114196862505,-0.120508512308562,0.744112784436266,-0.161949256657186,0.871345813559564,0.954437026871161
"1700011L22Rik",5.0413743596058,5.78473766091269,2.96009633358689,1.95423966283659,0.0506728807209385,0.15386825527162
"1700012A03Rik",0,NA,NA,NA,NA,NA
"1700012A16Rik",904.303282581441,-0.186839463696058,0.64021770259132,-0.291837390531087,0.770410955523566,0.908936679002063
"1700012B07Rik",80.4856615757396,-0.8631553445889,2.48813462024638,-0.34690861883648,0.728659971396385,0.888752386060639
"1700012B09Rik",97.6024694668412,0.316865557706627,1.73233037845266,0.182912891009656,0.85486636797835,0.947265373365988
"1700012B15Rik",12389.1338869958,-0.0335252346760058,0.100241858656289,-0.334443466286452,0.738044944430851,0.892825657919912
"1700012D14Rik",3610.82477748157,-0.155633452499738,0.211797374160964,-0.734822389164552,0.462447669766896,0.71160683295568
"1700012L04Rik",145.61931790616,0.106424705816744,1.89280808381904,0.0562258301443932,0.955161904227191,0.983172211895033
"1700012P22Rik",0,0,0,0,1,NA
"1700013B16Rik",5.95085069289182,-6.01771594377712,2.95955237284123,-2.0333196327254,0.0420202409362667,0.136178175706274
"1700013D24Rik",0,NA,NA,NA,NA,NA
"1700013F07Rik",32.482721485488,-0.693420511888443,2.88770349011551,-0.240128709288191,0.810230478428529,0.928924544745716
"1700013G24Rik",0,NA,NA,NA,NA,NA
"1700013H16Rik",46.4465101567645,23.8949690158492,2.95699047851181,8.08084070256289,6.43217870490338e-16,7.73664093397423e-14
"1700013N18Rik",1703.91702631017,-0.354725325664599,0.303912656345063,-1.16719497611788,0.243131639292453,0.477911718163701
"1700014N06Rik",6.0559791415777,6.0492620480686,2.95951291028355,2.04400596701199,0.0409529576715054,0.134286447763276
"1700015E13Rik",216.04201112274,-0.196374578541601,1.18270209196311,-0.166038920431474,0.868126321187924,0.952794847277236
"1700015G11Rik",0,NA,NA,NA,NA,NA
"1700016C15Rik",210.635514726721,-1.8092164990123,1.12362447889839,-1.61016116415164,0.10736267719014,0.267154670715326
"1700016D06Rik",378.191967839744,-0.644642295150333,0.911663163929261,-0.707105782767321,0.479500742598011,0.726600226546369
"1700016H13Rik",0,NA,NA,NA,NA,NA
"1700016K19Rik",373.974163890193,-0.769880074903016,0.784153808488474,-0.981797278249567,0.326199729316842,0.579384870456454
"1700016M24Rik",0,NA,NA,NA,NA,NA
"1700017B05Rik",28086.0745673742,-0.0765646579226848,0.10075308453342,-0.759923711291318,0.44730018737694,0.698112326604965
"1700017D01Rik",31.2908442512437,1.29875644797754,2.88815096466382,0.449684404959321,0.652938017774451,0.847486530184393
"1700017N19Rik",0,0,0,0,1,NA
"1700018A04Rik",0,0,0,0,1,NA
"1700018A14Rik",126.462355817092,0.545567947387441,1.90201258029503,0.286837191845921,0.774236983975495,0.910273424246835
"1700018B08Rik",6.0559791415777,6.0492620480686,2.95951291028355,2.04400596701199,0.0409529576715054,0.134286447763276
"1700018B24Rik",0,NA,NA,NA,NA,NA
"1700018C11Rik",45.8841765149101,-0.417001683517309,2.88695963838918,-0.14444319829493,0.885150507141054,0.958054804657057
"1700018F24Rik",0,NA,NA,NA,NA,NA
"1700018L02Rik",216.105491244032,-0.146375535841687,1.06093798733532,-0.13796804110043,0.890265675461681,0.95963108712931
"1700018L24Rik",203.581223977507,-1.18467995672226,1.27913537389971,-0.926156825067329,0.354364486282435,0.610456026177478
"1700019A02Rik",727.690351644861,-0.11724725053734,0.36439915768919,-0.321754998778961,0.747638308519915,0.897489149964406
"1700019B03Rik",65.0647943682002,0.600821553589199,2.51627206716233,0.238774479687628,0.811280460169473,0.929286680203829
"1700019D03Rik",267.700679730005,-0.696002687243265,0.752157695044281,-0.925341443461919,0.354788327604491,0.610759895436777
"1700019E19Rik",180.640155324448,-0.271922449081085,1.45133882709559,-0.187359728827248,0.851378595180022,0.946485602746315
"1700019G17Rik",1225.319154819,-0.402858474914516,0.540718169684453,-0.745043346979835,0.456245515753982,0.705917166946596
"1700019L03Rik",471.968727906465,-0.140926074231788,0.459360348864939,-0.306787633238287,0.759005021900795,0.90383723253718
"1700019M22Rik",0,NA,NA,NA,NA,NA
"1700019N12Rik",231.869393555339,-1.49892353723114,1.25836404454885,-1.19116844105995,0.233587466040286,0.465449584119948
"1700019N19Rik",0,NA,NA,NA,NA,NA
"1700019O17Rik",4.825389559778,-5.71532514374354,2.96023730703129,-1.93069830252063,0.0535203729709995,0.159513687371268
"1700020A23Rik",129.400313118602,-0.796405945621468,1.86484248116916,-0.427063386673905,0.669333159816239,0.857734191869232
"1700020C07Rik",1038.17637365861,-0.0306171337520414,0.349529592463643,-0.0875952549145781,0.930198373713128,0.976576881922963
"1700020D05Rik",1786.30668629388,-0.511726304282326,0.255231044509985,-2.00495321901293,0.0449680484464887,0.142694778501679
"1700020I14Rik",903546.555801117,1.0619727621915,0.173299034561661,6.12797852496772,8.90025949338991e-10,2.66781746465357e-08
"1700020L24Rik",1049.49899345812,-0.121184029165721,0.348763156635561,-0.347467978942376,0.728239770786095,0.888606864275305
"1700020N01Rik",0,NA,NA,NA,NA,NA
"1700020N18Rik",268.287152061811,0.165573838687494,0.918601211887897,0.180245613161351,0.856959750665438,0.948397582104854
"1700020O03Rik",87717.3389210771,0.039446234166984,0.0688795870612394,0.57268395253173,0.566858704910185,0.79408872326199
"1700021C14Rik",2476.08506851528,-0.171366597710985,0.26648533812389,-0.643062012032031,0.520183862655295,0.758544560801744
"1700021F05Rik",4511.5052218417,0.273505240270189,0.172118832426307,1.58904889380592,0.112049354530846,0.275884929004414
"1700021F07Rik",0,NA,NA,NA,NA,NA
"1700021K19Rik",109606.538896422,-0.124228616552617,0.0744298549308992,-1.66906971225392,0.0951035649344877,0.244869131911578
"1700022A21Rik",0,NA,NA,NA,NA,NA
"1700022I11Rik",1209.08153837192,-0.375544698892185,0.312682720927349,-1.20104077954292,0.22973538308012,0.460307069616331
"1700022P22Rik",71.8314005656997,-1.75785166411298,2.47131764527062,-0.711301385104013,0.476897493455301,0.72439931357866
"1700023A16Rik",0,NA,NA,NA,NA,NA
"1700023E05Rik",0,0,0,0,1,NA
"1700023I07Rik",0,NA,NA,NA,NA,NA
"1700024G13Rik",0,NA,NA,NA,NA,NA
"1700024P04Rik",0,NA,NA,NA,NA,NA
"1700024P16Rik",356.02964771218,-0.137930317608795,0.928377529603286,-0.148571365862049,0.881891868931951,0.957222660295994
"1700025C18Rik",22.1591390603744,-23.6291541925394,2.95740293745259,-7.98983252951415,1.35122182464335e-15,1.3792688073819e-13
"1700025E21Rik",434.174164028702,0.637218912898915,0.767414900404946,0.830344722994915,0.406343908963108,0.661043967682576
"1700025F22Rik",0,NA,NA,NA,NA,NA
"1700025G04Rik",14611.0318719219,-0.133538423483742,0.110627813593294,-1.20709629112508,0.227395063065695,0.456919384010702
"1700025K23Rik",253.749068558885,-0.274971629048846,1.45119452657115,-0.189479510854099,0.849717012190568,0.945872499427745
"1700026D08Rik",0,0,0,0,1,NA
"1700026D11Rik",1055.47865584904,-0.588116067889836,0.352226706864324,-1.66970890176245,0.0949769716669267,0.244718942960601
"1700026J04Rik",1049.91074910307,-0.437433044950437,0.378117578263627,-1.15687042892636,0.247325301908299,0.483469359552609
"1700026L06Rik",1810.40619346523,-0.170705165434155,0.225828650609233,-0.755905705381634,0.449705732994229,0.700333420902442
"1700027A23Rik",1256.01396371425,-0.228908181521813,0.40059265982769,-0.571423803971533,0.567712397087706,0.79441874076356
"1700027D21Rik",72.5316192689662,1.44548357845885,2.26707852647027,0.637597490153722,0.52373572989448,0.761079301525768
"1700028B04Rik",0,NA,NA,NA,NA,NA
"1700028J19Rik",351.843125159141,-0.556233224210169,1.05183586135621,-0.528821315802045,0.596929409444601,0.813599059397462
"1700028K03Rik",2364.85099085006,-0.687760131524751,0.213415219596631,-3.22263863291786,0.00127015684518184,0.00785545397150901
"1700028M03Rik",0,NA,NA,NA,NA,NA
"1700028P14Rik",0,0,0,0,1,NA
"1700029F09Rik",12603.3941315003,0.0197710741381448,0.103570341872687,0.190895132531746,0.848607753727287,0.945581258925232
"1700029F12Rik",0,0,0,0,1,NA
"1700029G01Rik",1033.25021026271,0.00397369023131053,0.29139218203815,0.0136369143589113,0.989119653805128,0.995965137373959
"1700029H14Rik",1448.96256893488,-0.280941585171517,0.345756079113862,-0.812542720554739,0.416480283630422,0.670105317374996
"1700029I01Rik",7653.03985783944,-0.240566717424813,0.141785734496623,-1.69669197171979,0.0897549112897286,0.234560163962806
"1700029I15Rik",899.078855174647,-0.123625368194692,0.3052335475565,-0.405018941018627,0.685463588223375,0.864971226195136
"1700029J07Rik",6182.44885513571,-0.226107642555737,0.130948852782047,-1.72668670058586,0.0842239454363894,0.224296289045378
"1700029J11Rik",1927.6464003469,-0.261657158520969,0.262487577661846,-0.996836348796868,0.31884395161608,0.571348641078482
"1700029M20Rik",121.096588990315,1.71959114619448,2.65620975660542,0.647385298513504,0.517382608350833,0.756504310963774
"1700029P11Rik",0,0,0,0,1,NA
